priority_rank,date_key,store_name,sku_id,sku_name,category,issue_type,risk_score,recommended_action,recommended_quantity,hours_to_stockout,expected_impact,source_store,destination_store,reason
507,20260629,MUM_DS_03,97,PACK_PAST_07,Packaged Foods,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,48,23.2,"Avoids $2,128.32 lost sales; lifts DoC from 1.3 to 3.1d",MUM_DS_04,MUM_DS_03,Destination projected to breach safety stock within 23.2h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.1d). Distance is 0.9km within configured limit.
508,20260629,MUM_DS_02,172,STAP_RICE_22,Staples,Stock Below Reorder Point,28,Scheduled Replenishment,208,23.2,"Protects $14,693.87 sales exposure; targets 247 units",Regional Distribution Center,MUM_DS_02,Projected inventory (43) breached ROP (47). Target: 247.
509,20260629,MUM_DS_03,97,PACK_PAST_07,Packaged Foods,Stock Below Reorder Point,28,Scheduled Replenishment,168,23.2,"Protects $1,165.70 sales exposure; targets 202 units",Regional Distribution Center,MUM_DS_03,Projected inventory (34) breached ROP (70). Target: 202.
510,20260629,HYD_DS_10,300,PET _CAT _30,Pet Care,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,18,24.3,"Avoids $5,085.36 lost sales; lifts DoC from 1.4 to 3.4d",HYD_DS_07,HYD_DS_10,Destination projected to breach safety stock within 24.3h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.3d). Distance is 6.0km within configured limit.
511,20260629,HYD_DS_10,300,PET _CAT _30,Pet Care,Stock Below Reorder Point,28,Scheduled Replenishment,60,24.3,Protects $0.00 sales exposure; targets 70 units,Regional Distribution Center,HYD_DS_10,Projected inventory (12) breached ROP (25). Target: 70.
512,20260629,HYD_DS_09,278,PET _PET _08,Pet Care,Stock Below Reorder Point,28,Scheduled Replenishment,72,24.7,Protects $0.00 sales exposure; targets 69 units,Regional Distribution Center,HYD_DS_09,Projected inventory (12) breached ROP (25). Target: 69.
513,20260629,DEL_DS_03,95,PACK_READ_05,Packaged Foods,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,24,25.7,"Avoids $3,202.32 lost sales; lifts DoC from 1.4 to 2.7d",DEL_DS_09,DEL_DS_03,Destination projected to breach safety stock within 25.7h (DoC: 1.4d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.2d). Distance is 1.7km within configured limit.
514,20260629,DEL_DS_03,95,PACK_READ_05,Packaged Foods,Stock Below Reorder Point,28,Scheduled Replenishment,120,25.7,Protects $0.00 sales exposure; targets 147 units,Regional Distribution Center,DEL_DS_03,Projected inventory (27) breached ROP (33). Target: 147.
515,20260629,HYD_DS_05,279,PET _DOG _09,Pet Care,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,24,26.6,"Avoids $5,805.36 lost sales; lifts DoC from 1.5 to 3.5d",HYD_DS_03,HYD_DS_05,Destination projected to breach safety stock within 26.6h (DoC: 1.5d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.0d). Distance is 2.6km within configured limit.
516,20260629,HYD_DS_05,279,PET _DOG _09,Pet Care,Stock Below Reorder Point,28,Scheduled Replenishment,80,26.6,Protects $0.00 sales exposure; targets 96 units,Regional Distribution Center,HYD_DS_05,Projected inventory (18) breached ROP (36). Target: 96.
517,20260629,MUM_DS_09,15,DAIR_PANE_15,Dairy,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,104,31.9,"Avoids $5,308.16 lost sales; lifts DoC from 1.8 to 3.0d",MUM_DS_05,MUM_DS_09,Destination projected to breach safety stock within 31.9h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 4.5km within configured limit.
518,20260629,MUM_DS_09,15,DAIR_PANE_15,Dairy,Stock Below Reorder Point,28,Scheduled Replenishment,536,31.9,Protects $0.00 sales exposure; targets 685 units,Regional Distribution Center,MUM_DS_09,Projected inventory (151) breached ROP (172). Target: 685.
519,20260629,BEN_DS_01,207,PERS_HAIR_27,Personal Care,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,6,33.3,Avoids $961.26 lost sales; lifts DoC from 1.9 to 3.1d,BEN_DS_10,BEN_DS_01,Destination projected to breach safety stock within 33.3h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 12.5d). Distance is 2.4km within configured limit.
520,20260629,BEN_DS_01,207,PERS_HAIR_27,Personal Care,Stock Below Reorder Point,28,Scheduled Replenishment,36,33.3,Protects $0.00 sales exposure; targets 41 units,Regional Distribution Center,BEN_DS_01,Projected inventory (9) breached ROP (21). Target: 41.
521,20260629,BEN_DS_08,1,DAIR_MILK_01,Dairy,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,104,34.6,"Avoids $9,903.92 lost sales; lifts DoC from 1.9 to 3.5d",BEN_DS_09,BEN_DS_08,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 2.2km within configured limit.
522,20260629,DEL_DS_04,6,DAIR_MILK_06,Dairy,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,150,34.6,"Avoids $7,635.00 lost sales; lifts DoC from 1.9 to 3.5d",DEL_DS_06,DEL_DS_04,Destination projected to breach safety stock within 34.6h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 7.3km within configured limit.
523,20260629,BEN_DS_02,129,FRUI_SEAS_09,Fruits & Vegetables,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,60,34.7,"Avoids $4,410.60 lost sales; lifts DoC from 1.9 to 3.3d",BEN_DS_08,BEN_DS_02,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 6.7km within configured limit.
524,20260629,BEN_DS_08,32,BEVE_COLD_02,Beverages,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,120,34.7,"Avoids $12,210.00 lost sales; lifts DoC from 1.9 to 3.4d",BEN_DS_04,BEN_DS_08,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 5.4km within configured limit.
525,20260629,BEN_DS_10,34,BEVE_ENER_04,Beverages,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,90,34.7,"Avoids $5,616.00 lost sales; lifts DoC from 1.9 to 3.4d",BEN_DS_06,BEN_DS_10,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 4.1km within configured limit.
526,20260629,DEL_DS_08,67,SNAC_BISC_07,Snacks,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,92,34.7,"Avoids $10,486.16 lost sales; lifts DoC from 1.9 to 3.5d",DEL_DS_05,DEL_DS_08,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 2.4km within configured limit.
527,20260629,DEL_DS_09,34,BEVE_ENER_04,Beverages,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,96,34.7,"Avoids $5,990.40 lost sales; lifts DoC from 1.9 to 3.5d",DEL_DS_07,DEL_DS_09,Destination projected to breach safety stock within 34.7h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 4.4km within configured limit.
528,20260629,DEL_DS_04,34,BEVE_ENER_04,Beverages,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,90,35.1,"Avoids $5,616.00 lost sales; lifts DoC from 1.9 to 3.5d",DEL_DS_06,DEL_DS_04,Destination projected to breach safety stock within 35.1h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 7.3km within configured limit.
529,20260629,DEL_DS_04,129,FRUI_SEAS_09,Fruits & Vegetables,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,60,35.1,"Avoids $4,410.60 lost sales; lifts DoC from 1.9 to 3.3d",DEL_DS_03,DEL_DS_04,Destination projected to breach safety stock within 35.1h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.0d). Distance is 9.4km within configured limit.
530,20260629,DEL_DS_06,125,FRUI_CUT _05,Fruits & Vegetables,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,64,35.1,"Avoids $3,242.24 lost sales; lifts DoC from 1.9 to 3.5d",DEL_DS_05,DEL_DS_06,Destination projected to breach safety stock within 35.1h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 4.7km within configured limit.
531,20260629,HYD_DS_05,68,SNAC_NAMK_08,Snacks,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,72,35.1,"Avoids $12,869.28 lost sales; lifts DoC from 1.9 to 3.4d",HYD_DS_03,HYD_DS_05,Destination projected to breach safety stock within 35.1h (DoC: 1.9d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.3d). Distance is 2.6km within configured limit.
532,20260629,HYD_DS_05,68,SNAC_NAMK_08,Snacks,Stock Below Reorder Point,28,Scheduled Replenishment,276,35.1,Protects $0.00 sales exposure; targets 366 units,Regional Distribution Center,HYD_DS_05,Projected inventory (95) breached ROP (99). Target: 366.
533,20260629,HYD_DS_09,5,DAIR_PANE_05,Dairy,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,56,35.3,"Avoids $5,269.60 lost sales; lifts DoC from 2.0 to 3.3d",HYD_DS_08,HYD_DS_09,Destination projected to breach safety stock within 35.3h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 1.6km within configured limit.
534,20260629,HYD_DS_09,6,DAIR_MILK_06,Dairy,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,138,35.3,"Avoids $7,024.20 lost sales; lifts DoC from 2.0 to 3.4d",HYD_DS_04,HYD_DS_09,Destination projected to breach safety stock within 35.3h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 2.2km within configured limit.
535,20260629,MUM_DS_01,1,DAIR_MILK_01,Dairy,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,104,35.5,"Avoids $9,903.92 lost sales; lifts DoC from 2.0 to 3.2d",MUM_DS_09,MUM_DS_01,Destination projected to breach safety stock within 35.5h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 7.2km within configured limit.
536,20260629,MUM_DS_01,2,DAIR_CURD_02,Dairy,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,96,35.5,"Avoids $4,531.20 lost sales; lifts DoC from 2.0 to 3.5d",MUM_DS_04,MUM_DS_01,Destination projected to breach safety stock within 35.5h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 8.9km within configured limit.
537,20260629,DEL_DS_02,37,BEVE_COLD_07,Beverages,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,68,35.6,"Avoids $6,364.12 lost sales; lifts DoC from 2.0 to 3.5d",DEL_DS_01,DEL_DS_02,Destination projected to breach safety stock within 35.6h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.3d). Distance is 1.2km within configured limit.
538,20260629,MUM_DS_01,37,BEVE_COLD_07,Beverages,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,64,35.6,"Avoids $5,989.76 lost sales; lifts DoC from 2.0 to 3.4d",MUM_DS_07,MUM_DS_01,Destination projected to breach safety stock within 35.6h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.5d). Distance is 9.6km within configured limit.
539,20260629,DEL_DS_09,125,FRUI_CUT _05,Fruits & Vegetables,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,40,35.8,"Avoids $2,026.40 lost sales; lifts DoC from 2.0 to 3.0d",DEL_DS_08,DEL_DS_09,Destination projected to breach safety stock within 35.8h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 6.6km within configured limit.
540,20260629,MUM_DS_08,2,DAIR_CURD_02,Dairy,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,80,35.8,"Avoids $3,776.00 lost sales; lifts DoC from 2.0 to 3.5d",MUM_DS_07,MUM_DS_08,Destination projected to breach safety stock within 35.8h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.8d). Distance is 1.7km within configured limit.
541,20260629,BEN_DS_02,33,BEVE_TEA _03,Beverages,Inter-Store Misallocation / Impending Shortage,28,Redistribute Stock,88,36.0,"Avoids $6,367.68 lost sales; lifts DoC from 2.0 to 3.5d",BEN_DS_03,BEN_DS_02,Destination projected to breach safety stock within 36.0h (DoC: 2.0d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.8d). Distance is 4.8km within configured limit.
542,20260629,DEL_DS_07,122,FRUI_EXOT_02,Fruits & Vegetables,Stock Below Reorder Point,28,Scheduled Replenishment,496,40.5,Protects $0.00 sales exposure; targets 677 units,Regional Distribution Center,DEL_DS_07,Projected inventory (185) breached ROP (265). Target: 677.
543,20260629,BEN_DS_09,293,PET _PET _23,Pet Care,Stock Below Reorder Point,28,Scheduled Replenishment,96,43.6,Protects $0.00 sales exposure; targets 123 units,Regional Distribution Center,BEN_DS_09,Projected inventory (33) breached ROP (68). Target: 123.
544,20260629,MUM_DS_03,39,BEVE_ENER_09,Beverages,Stock Below Reorder Point,28,Scheduled Replenishment,376,50.9,Protects $0.00 sales exposure; targets 557 units,Regional Distribution Center,MUM_DS_03,Projected inventory (181) breached ROP (237). Target: 557.
545,20260629,DEL_DS_06,212,HOUS_DISH_02,Household,Stock Below Reorder Point,27,Scheduled Replenishment,72,20.3,"Protects $1,441.55 sales exposure; targets 74 units",Regional Distribution Center,DEL_DS_06,Projected inventory (11) breached ROP (26). Target: 74.
546,20260629,MUM_DS_02,151,STAP_ATTA_01,Staples,Inter-Store Misallocation / Impending Shortage,27,Redistribute Stock,60,23.4,"Avoids $24,083.40 lost sales; lifts DoC from 1.3 to 2.7d",MUM_DS_04,MUM_DS_02,Destination projected to breach safety stock within 23.4h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 6.5km within configured limit.
547,20260629,MUM_DS_09,269,BABY_DIAP_29,Baby Care,Inter-Store Misallocation / Impending Shortage,27,Redistribute Stock,24,23.4,"Avoids $14,053.20 lost sales; lifts DoC from 1.3 to 2.5d",MUM_DS_01,MUM_DS_09,Destination projected to breach safety stock within 23.4h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 7.2km within configured limit.
548,20260629,DEL_DS_09,120,PACK_READ_30,Packaged Foods,Inter-Store Misallocation / Impending Shortage,27,Redistribute Stock,48,23.4,"Avoids $5,624.16 lost sales; lifts DoC from 1.3 to 2.8d",DEL_DS_03,DEL_DS_09,Destination projected to breach safety stock within 23.4h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.8d). Distance is 1.7km within configured limit.
549,20260629,MUM_DS_02,151,STAP_ATTA_01,Staples,Stock Below Reorder Point,27,Scheduled Replenishment,264,23.4,"Protects $17,002.88 sales exposure; targets 313 units",Regional Distribution Center,MUM_DS_02,Projected inventory (55) breached ROP (59). Target: 313.
550,20260629,MUM_DS_09,269,BABY_DIAP_29,Baby Care,Stock Below Reorder Point,27,Scheduled Replenishment,132,23.4,"Protects $11,711.00 sales exposure; targets 147 units",Regional Distribution Center,MUM_DS_09,Projected inventory (26) breached ROP (27). Target: 147.
551,20260629,MUM_DS_02,167,STAP_RICE_17,Staples,Inter-Store Misallocation / Impending Shortage,27,Redistribute Stock,90,23.6,"Avoids $32,199.85 lost sales; lifts DoC from 1.3 to 3.5d",MUM_DS_03,MUM_DS_02,Destination projected to breach safety stock within 23.6h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.6d). Distance is 5.8km within configured limit.
552,20260629,HYD_DS_04,259,BABY_BABY_19,Baby Care,Inter-Store Misallocation / Impending Shortage,27,Redistribute Stock,24,23.6,"Avoids $8,683.92 lost sales; lifts DoC from 1.3 to 3.1d",HYD_DS_08,HYD_DS_04,Destination projected to breach safety stock within 23.6h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.5d). Distance is 1.3km within configured limit.
553,20260629,MUM_DS_09,260,BABY_BABY_20,Baby Care,Inter-Store Misallocation / Impending Shortage,27,Redistribute Stock,72,23.6,"Avoids $7,358.40 lost sales; lifts DoC from 1.3 to 3.4d",MUM_DS_05,MUM_DS_09,Destination projected to breach safety stock within 23.6h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.6d). Distance is 4.5km within configured limit.
554,20260629,BEN_DS_03,254,BABY_BABY_14,Baby Care,Inter-Store Misallocation / Impending Shortage,27,Redistribute Stock,24,23.6,"Avoids $4,263.84 lost sales; lifts DoC from 1.3 to 2.5d",BEN_DS_02,BEN_DS_03,Destination projected to breach safety stock within 23.6h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 4.8km within configured limit.
555,20260629,MUM_DS_02,167,STAP_RICE_17,Staples,Stock Below Reorder Point,27,Scheduled Replenishment,264,23.6,"Protects $15,987.42 sales exposure; targets 315 units",Regional Distribution Center,MUM_DS_02,Projected inventory (54) breached ROP (109). Target: 315.
556,20260629,HYD_DS_04,259,BABY_BABY_19,Baby Care,Stock Below Reorder Point,27,Scheduled Replenishment,96,23.6,"Protects $4,960.69 sales exposure; targets 105 units",Regional Distribution Center,HYD_DS_04,Projected inventory (18) breached ROP (37). Target: 105.
